企业名称,岗位名称,招聘人数,用工形式,薪资范围,岗位要求,工作地点,登记开始时间,登记结束时间,招聘联系人,联系人电话,登记机构
北京巨安康养服务有限公司,保洁,15,全职,月薪(元):4000-5000,品行端正，踏实稳重，责任心强，无不良记录，服从管理。,北京市海淀区四季青镇临枫嘉园北里18号楼一层101,26/5/2026,26/6/2026,张*士,1581089****,紫竹院街道
北京市万千家合物业管理有限责任公司,中餐厨师,1,全职,月薪(元):5000-5500,有相关工作经验。,北京市昌平区东环路148号院148-8至148-18号1层148-9,3/6/2026,3/7/2026,裴*士,1352031****,崔村镇
北京凌华峰通信技术有限公司,商务专员,3,全职,月薪(元):5000-8000,"1.统招本科以上学历；
2.端庄大方、思维清晰、细心严谨、沟通能力强、三观正、正能量足、情商高；
3.责任感强，执行力强，有一定的事业心，愿意跟公司稳定成长！
4.公司成长快，升职机会多，人际关系简单，价值观正。",北京市石景山区古城南街9号院绿地环球文化金融城5号楼7层701,11/3/2026,10/7/2026,韩*红,1312101****,石景山区
全讯汇聚网络科技（北京）有限公司,渠道经理,2,全职,月薪(元):5000-10000,具有一定的协调沟通能力，踏实肯干,北京市丰台区南四环西路186号三区5号楼5层02室,9/6/2026,9/7/2026,陈*理,010-8756****,西罗园街道
北京顺鑫控股集团有限公司,风险审计岗,2,全职,年薪(元):100000-100000,1.硕士研究生以上学历，财务、会计和审计等财经类相关专业；2.具有良好的语言文字表达功底，良好的沟通能力，思维严谨，学习能力强；3.工作认真负责，细致严谨，有较强的团队沟通协调能力和组织实施能力；4.品德端正，忠诚企业，有良好的职业操守，能够承担较强的工作压力，适应能力强，可接受短期出差审计任务。,北京市顺义区站前街1号院1号楼11层,2/6/2026,2/7/2026,宋*铮,1360102****,光明街道
北京盛安国际保险经纪有限公司,保险代理/经纪人/客户经理,5,全职,月薪(元):6000-10000,"1、性别不限，大专以上学历；
2、较强的沟通、协调、自驱能力；
3、国际贸易、物流、英语专业优先；
4、具有团队合作精神，高度责任感，为人诚信。",北京市海淀区中关村东路18号1号楼11层A-1201室,28/5/2026,28/6/2026,姜*帆,1369301****,海淀区
上海壹佰米网络科技有限公司,网约配送员,100,全职,月薪(元):9000-12000,能熟练使用手机APP软件，会使用手机导航，会骑电动车，有良好的交通安全意识。,北京市朝阳区酒仙桥街道酒仙桥东路18号,27/5/2026,27/6/2026,李*,1760469****,石园街道
北京恩赐月嫂家政服务有限公司,月嫂,50,全职,月薪(元):8000-20000,身体健康有责任心,北京市房山区长阳镇加州水郡西区三期122栋102室,20/5/2026,24/6/2026,乔*河,1381017****,西潞街道
北京聚赋律师事务所,业务员,5,全职,月薪(元):4000-6000,"1、 开拓新的案源渠道，积极寻找潜在的法律服务机会。
2、 维护和增进与客户的沟通，理解客户需求，提供专业咨询。
3、 参与案件的全面分析，确保处理过程中的准确性和效率。
4、 定期与团队成员沟通，分享案件进展和潜在问题。
5、 适应灵活的工作策略，以便在不同的工作环境中提供法律服务。",北京市朝阳区东四环中路82号金长安大厦C座10层（就近分配）,22/5/2026,22/6/2026,赵*士,1581087****,看丹街道
北京神州光大科技有限公司,大客户销售经理/总监,10,全职,月薪(元):15000-30000,"
任职要求：
1、统招大专以上学历，计算机、市场营销等相关专业；
2、3年以上相关经验，熟悉信创、智算、AI大模型业务，具备运营商，互联网，金融，政企，连锁等资源方向优先；
3、直接面向最终用户，具备业务开拓能力，有强烈的目标感和拼搏精神。终用户，具备业务开拓能力，有强烈的目标感和拼搏精神。",广州市天河区华夏路30号富力盈通大厦2403室,24/2/2026,31/12/2026,魏*士,1362113****,经济技术开发区
航宇天盛(江西)科技服务有限公司北京分公司,仪器仪表工程技术人员,20,全职,月薪(元):6000-10000,"1、热爱航天事业，有奉献精神，能吃苦耐劳，责任心强，身体健康。
2，国家承认的正规技校毕业，机电类或电子电工类专业，动手能力强。
3、掌握ESD静电防护知识，并熟练运用。
4、能理解相关电子工艺类图纸（接线表、BOM、CAD装配图）。
5、熟悉常规电子元器件，具备印制板组件的装焊及维修能力。
6、熟练使用电烙铁、万用表等电装工具。
7、负责生产装配、测试等相关工作。",北京市丰台区南大红门19号院,6/5/2026,30/6/2026,陈*生,1851458****,海淀区
北京震撼时代广告有限公司,LED大屏幕值班员,5,全职,月薪(元):3000-3000,负责公司王府井百货大楼户外 LED 大屏广告播放与运维，保障设备稳定运行，为客户提供广告展示服务。,北京市朝阳区大郊亭中街2号院华腾国际4号楼4-15B,27/5/2026,27/6/2026,乔*,1350132****,劲松街道
北京泰合宏远企业管理有限公司,动物园餐厅服务员,1,全职,月薪(元):3500-4000,有相关工作经验优先,北京市大兴区榆垡万亩林,19/5/2026,31/10/2026,嘉*,1331127****,榆垡镇
北京兴泰嘉园物业管理服务中心,维修工,3,全职,月薪(元):3000-5000,维修工,北京市石景山区五里坨天翠阳光新城A区（北京兴泰嘉园物业管理服务中心）,25/5/2026,25/6/2026,应*,1381008****,门头沟区
北京万嘉保益科技有限公司,劳动保障协管员,5,全职,月薪(元):2540-2700,"1.服从领导，认真贯彻落实各级劳动就业、社会保障相关政策法规；
2.承担街道便民服务中心交办的劳动就业服务、社保经办、政策咨询、业务代办等工作；
3.完成其他临时性工作。",北京市大兴区黄村镇清源路东口路南加油站东50米,22/5/2026,22/6/2026,孙*,6028****,观音寺街道
北京蓝色蜂鸟人才交流有限公司,呼叫中心客服,10,兼职,日薪(元):200-300,有较好的服务意识，有客服经验者优先,北京市东城区安定门东大街28号1号楼4层B单元505,4/6/2026,4/7/2026,任*师,1331128****,景山街道
北京育乐宝家政服务有限公司,月嫂,50,全职,月薪(元):8000-12000,身体健康有责任心,北京市怀柔区迎宾中路甲42号楼一层1-101,21/5/2026,24/6/2026,潘*师,1581072****,什刹海街道
北京中景联行保安服务有限公司,保安员,20,全职,月薪(元):3000-6000,身体健康，具备一定的应急处理能力，能在突发状况中迅速响应并采取有效措施解决问题，善于沟通协调，能与团队成员及其他相关部门报纸良好的合作关系,北京市丰台区郭庄子甲1号-317号(原水泥制品厂院),29/5/2026,15/6/2026,杨*,1771337****,东升地区
北京海阳博创科技股份有限公司,销售,1,全职,月薪(元):5000-10000,"1、大专以上学历，理工科，电子或物理类专业优先；
2、性格外向，个性随和，有耐心；
3、学习能力、理解能力、沟通能力较强，有良好的团队精神；
4、思维敏捷，有良好的应变能力和抗压能力。",北京市石景山区双园路9号2号楼5层508-511室,26/5/2026,26/6/2026,李*晶,1777787****,燕山地区
北京市金点点商贸有限责任公司,全职常规生鲜理货员,10,全职,月薪(元):3500-6000,身休健康，热爱零售事业，无不良嗜好，适应早晚班调休安排。,北京市房山区青龙湖镇北刘庄村78号,9/6/2026,9/7/2026,齐*理,1569990****,长沟镇
新领地（北京）人力资源服务有限公司,服务员,30,全职,月薪(元):5000-6000,要求：做事勤快、态度端正，有无经验均可，带薪培训,北京市昌平区东小口镇天通中苑二区21号楼2层2617,21/5/2026,21/6/2026,徐*理,1380129****,昌平区
北京环亚航空服务有限公司,出纳员,1,全职,月薪(元):5500-6000,身体健康，本科及以上学历（可接收应届毕业生），有英语四级及以上证书，相关工作经验优先,北京市顺义区临空经济核心区机场东路2号地理信息产业园1A-8号楼3层303室,12/6/2026,12/7/2026,贾*理,1881101****,李遂镇
北京中道华宇文化传媒有限公司,活动策划,5,全职,月薪(元):5000-6000,沟通表达流畅;具备优秀的人际交往、跨部门协调能力及独立解决问题的能力；具备项目策划专业素养和文字功底；熟练使用现代化办公软件。,北京市丰台区万柳桥纪家庙南188号 10号线创意公园,14/5/2026,14/6/2026,赵*琪,1870110****,玉泉营街道
北京八达岭精奥莱商业有限公司,销售代表,1,全职,月薪(元):8000-12000,【工作品牌】GIADA，意大利静奢女装品牌【工作相关合规内容】北京八达岭奥莱——GIADA精品店*若通过简历筛选，请留意接听来自深圳总部的HR面试电话【应聘要求】> 大专及以上学历，专业不限，有行业经验者优先> 热爱服装穿搭，对时尚零售行业感相关合规内容> 工作踏实认真，相关合规内容相关合规内容意识强，勤奋好学，有良好的团队合作精神，具备高度的责任心和工作的积极相关合规内容【薪资福利】> 税前无责底薪【8000~8500/月】，根据面试综合评分定薪，综合月薪13-18K及以上> 通过上岗资格考试后，可计提销售相关合规内容金，上不封顶> 入职即相关合规内容六险一金、店铺红包、定期体检、节相关合规内容福利等【工作内容】> 销售服务：学习奢侈品行业知识及销售技能，为顾客提供高品质的一对一顾问式服务> 商品知识：相关合规内容学习服装知识、相关合规内容行趋势、面料特相关合规内容、搭配美学，相关合规内容专业的商品资讯> 客相关合规内容相关合规内容：根据客户消费相关合规内容定制化实施相关合规内容方案，培育品牌粘相关合规内容强的忠诚顾客> 门店相关合规内容：参与门店相关合规内容常相关合规内容，独立承担完成门店的相关合规内容常事务> 活动协助：协助相关合规内容商场物业的合作关系，配合公司开展品牌活动，促进销售业绩相关合规内容【工作相关合规内容】> 每周例休1天，实行轮班制（可能因物业需要微调相关合规内容安排）> 早班 09:00-16:00 （相关合规内容午餐30分钟）；晚班 15:00-22:00 （相关合规内容晚餐30分钟）【职业相关合规内容】——“相关合规内容奢侈品行业的相关合规内容精英”【零售相关合规内容方向】发挥组织统筹和相关合规内容相关合规内容才能，全权负责精品店的销售和人员相关合规内容。>> 晋升路径：品牌顾问>店相关合规内容助理>店相关合规内容>店经理>区域经理>销售部经理【零售专家方向】追求极致的奢侈品销售技能，成为极致的品牌销售专家。>> 晋升路径：品牌顾问>高级品牌顾问>资深品牌顾问>区域销售指导员,北京市昌平区南口路南口段1号院一区1至4号楼1至2层101、5至10号1层101,5/6/2026,31/7/2026,孙*,1851511****,昌平区
京东五星电器集团北京房山西潞北大街商贸有限公司,门店销售人员,14,全职,月薪(元):5000-10000,身体健康吃苦耐劳 熟悉家电/家具/3C数码产品知识。空调组、冰洗组、小家电组6人。通信组、小数码组4人。家居组、成品小家居组4人。,北京市房山区良乡西潞北大街28号,18/5/2026,18/6/2026,赵*士,1511791****,西潞街道
天地三才（北京）家政服务有限公司,整理收纳师,15,兼职,时薪(元):50-120,持有收纳师职业技能等级证书、整理收纳师专项认证证书者优先。,北京市顺义区宏城花园11号楼6单元102,28/5/2026,28/6/2026,张*华,1346663****,胜利街道
北京正航伟业科技产业集团有限公司,招商经理/主管,1,全职,月薪(元):10000-12000,"1．2年以上房地产行业招商经验，熟悉商业地产招商的全案流程，了解商业地产招商的各个环节，且有成功运作项目的经验，有多个商业地产项目策划与操盘案例；
2．善于沟通，能够经常完成紧急、高挑战性的工作，能够经常性地出差进行外地市场进行调查、研考察、提报等工作；
3．有在大型商业企业服务经历。",北京市昌平区北清路1号院1号楼1层101,5/6/2026,5/7/2026,王*生,1324021****,史各庄街道
